id,title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
W-02BSND,Oportunidad en Calle Londres ,Eixample  Eixample Esquerra ,Excelente,Necesitarestauración,1951,135m²,2,3,Gas,E,450.000EUR
W-025OQO,Espectacular apartamento frente al mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2009,140m²,2,3,Bombadecalor,D,1.850.000EUR
W-029RAP,Ático panorámico al mar y a Barcelona ,Sant Adrià de Besòs ,Excelente,Excelente,2010,168m²,3,4,Gas,D,560.000EUR
W-029GWI,Exclusiva propiedad en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,79m²,1,1,CorrienteEléctrica,D,1.257.000EUR
W-028X8N,Dúplex con entrada independiente en Gotìc ,Ciutat Vella  Gòtic ,Muybien,Bien,1870,99m²,2,2,Central,E,295.000EUR
W-028OJX,Gran dúplex con terraza y jardín en Horta ,Horta Guinardó ,Muybien,Muybien,1961,190m²,3,5,Gas,E,690.000EUR
W-0280HV,Piso único en el Gótico de 328 m2 ,Ciutat Vella  Gòtic ,Excelente,Excelente,1850,328m²,3,4,Central,E,1.095.000EUR
W-027MRJ,Gran piso de diseño en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1999,200m²,3,3,CorrienteEléctrica,E,1.950.000EUR
W-023WHX,Piso con licencia turística en el Eixample ,Eixample  Eixample Dreta ,Muybien,Muybien,1900,70m²,1,2,,D,795.000EUR
W-026V7K,Exclusiva propiedad junto a Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1989,150m²,3,3,CorrienteEléctrica,D,1.445.000EUR
W-0250DH,Precioso apartamento con terraza en el Paseo de Gracia ,Eixample  Eixample Dreta ,,Necesitarestauración,,85m²,1,1,,D,770.000EUR
W-022FTT,Exclusivo piso a reformar en Rambla Cataluña ,Eixample  Eixample Dreta ,Excelente,Bien,1900,215m²,2,5,Gas,F,1.300.000EUR
W-022CJZ,Vivienda de lujo única en Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1890,293m²,2,2,Gas,F,2.500.000EUR
W-023E4N,Finca señorial en el corazón de Sarriá ,Sarria  Casco Antiguo ,Excelente,Muybien,1960,255m²,3,5,Gas,E,2.500.000EUR
W-01Z8YO,Exclusivo dúplex con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1998,152m²,3,3,Bombadecalor,D,1.350.000EUR
W-01E0P2,Excepcional apartamento cerca de Av. Tibidabo ,Sant Gervasi  Bonanova ,Excelente,Excelente,2007,127m²,2,3,Gas,,950.000EUR
